cshom,prccm,tic
484256000.0,0.045,PROP.1
1650000.0,22.5188,EMCG.1
33689000.0,7.86,CEN
214659000.0,38.98,GLPI
79156000.0,0.0433,IAUS
10415000.0,10.5532,RGT
30000000.0,29.1,DBEU
2550000.0,28.5344,HAUZ
47250000.0,37.66,RDIV
23944000.0,5.09,PBPB
,5300.0,MAKE
48891000.0,7.32,TCS
7186000.0,42.05,FFMR
9122000.0,0.44,SEII.1
12564000.0,7.84,HYBR.
28908000.0,14.8007,ESBA
7945000.0,14.49,OGCP
3993000.0,14.4401,FISK
1130000.0,40.25,IOFB
1950060000.0,5.363,MAKSY
14801000.0,59.95,JNUG
3788000.0,26.27,JDST
4494000.0,32.05,MNAT
80000.0,385.05,MNBP
49863000.0,142.1,WIX
165316000.0,0.08,OPVS
768631000.0,34.9,TWTR
13305000.0,3.2,COSM
61677000.0,11.13,EXPI
43181000.0,11.92,GLYC
2057000.0,1.23,CUEN
6250000.0,24.77,RIGS
115528000.0,7.17,AMRX
11255000.0,0.67,MI
8767000.0,6.59,BCRHF
1095000.0,32.83,MNBC
58067000.0,64.52,TNDM
23450000.0,51.0,NFRA
70050000.0,69.37,NOBL
4150000.0,40.4273,ULST
10335000.0,0.03,ARAT
1868000.0,26.0,FCIT
13279000.0,0.066,HMTF
20479000.0,0.235,MWRK
20479000.0,0.295,CWRK.
92354000.0,1.03,TRVN
35490000.0,1.45,DLNG
60864000.0,5.99,KPTI
848423000.0,11.389,ISUZY
56353000.0,40.93,XNCR
1650000.0,31.58,IPO
33800000.0,50.01,PSA.
2031000.0,2.2,MFBP
47968000.0,28.51,VCYT
28000.0,28650.0,MCHB
6287000.0,1.6,CXUS
1550000.0,29.64,DXGE
9730000.0,20.2,DTLAP
55763000.0,0.04,OPHI
36650000.0,50.97,SLQD
65200000.0,46.7,SHYG
,0.052,OMMSF
54411000.0,0.07,OMM.
2250000.0,23.25,JBTC
24465000.0,0.0699,TLOG
3144000.0,20.49,PMHG
33700000.0,39.94,ROBO
28629000.0,3.2,STKS
473000.0,44.0,NCXS
9361000.0,2.2,ZCOR
26623000.0,13.76,OXFD
1906000.0,10.64,XXM.
1789000.0,14.13,XXM.B
1188000.0,13.41,YXM.
1227000.0,17.87,YXM.B
1621000.0,2.75,CSOC.A
1157000.0,2.8,CSOC.B
31680000.0,0.04,STUD.
8903000.0,18.56,FTGC
39047000.0,30.85,MMI
15250000.0,45.7099,FDIS
427081000.0,33.878,MNBEY
15200000.0,34.7686,FSTA
27800000.0,17.195,FENY
28350000.0,40.1,FNCL
35000000.0,45.01,FHLC
11400000.0,39.74,FIDU
39000000.0,62.28,FTEC
6050000.0,32.8,FMAT
10250000.0,33.14,FCOM
18500000.0,39.27,FUTY
69584000.0,0.0055,BANJ
17068000.0,12.51,PKIN
288000.0,210.0,NACB
22181000.0,10.17,SCTL
251913000.0,62.17,WUBA
1250015000.0,0.0005,AVEW
13472000.0,2.34,ABTS
40112000.0,0.45,LPC.
350805000.0,10.63,BTCM
2147202000.0,26.341,MIELY
30257000.0,61.94,VRNS
1506288000.0,34.927,MTLHY
25000000.0,24.17,VIDI
23037000.0,10.02,MBTF
3000000.0,21.5508,ENFR
178000.0,425.0,NEFB
1204000.0,0.35,RTSL
37216000.0,12.42,CWH
114784000.0,0.028,MENXF
114784000.0,0.03,OEE.
112945000.0,4.6343,TMMFF
112945000.0,6.2,TMR.
1451000.0,94.705,FTSD
4100000.0,75.18,IGHG
10222814000.0,3.128,NDVLY
32883000.0,9.9,BHR
1707000.0,37.0,MYBF
583304000.0,0.0004,APTY
43758000.0,37.51,NBTB
55400000.0,28.16,ASHR
5300000.0,63.46,GQRE
8000.0,2350.0,NTWB
6555000.0,21.805,BANX
787945000.0,21.037,DNZOY
4220715000.0,14.323,NSANY
551268000.0,17.821,NPSKY
18867000.0,1.11,BIOCQ
6900000.0,0.6,ITUP
7385000.0,40.55,NASB
900000.0,21.0509,EMFM
30245000.0,5.63,HNRG
47301000.0,0.0026,CESX
432290000.0,0.031,ZEOX
4759000.0,38.57,OVBC
89889000.0,0.24,SNYR
1014382000.0,57.732,OJIPY
39005000.0,8.33,KIN
57472000.0,63.5,RARE
29897000.0,12.77,OSBC
15203123000.0,5.53,TIIAY
6027792000.0,5.14,TIAIY
39752000.0,21.5,CARA
213958000.0,52.163,OMRNY
4692000.0,45.25,PWOD
188412000.0,16.89,STAY
100000.0,76.15,EMSH
,4505.0,PAWH
36746000.0,12.82,TACO
2100000.0,10.5119,PGAL
7031000.0,13.05,AMRK
60000000.0,0.0,MDDD
11665000.0,13.95,VNCE
12053000.0,7.2841,CELPQ
6331000.0,43.7,SMLR
219093000.0,0.441,GENGF
219093000.0,0.57,GXE.
141745000.0,0.0198,AMNP
3468000.0,3.32,CAPR
4537000.0,24.45,NTIC
44428000.0,7.79,GMZ
383038000.0,0.022,QPRC
77100000.0,0.66,CRYM
40070000.0,2.7468,BYLTF
40070000.0,3.7,BYL.
17773000.0,42.29,CTBI
84661000.0,5.6755,DRTTF
84661000.0,7.45,DRT.
1000000.0,22.84,FYLD
12129000.0,0.1517,KOAN
435073000.0,13.71,ENBL
21929000.0,66.76,INGN
22458000.0,11.75,BRG
11952000.0,27.7,REVB.
2716000.0,0.8,CHC.
141853000.0,0.08,FUUFF
141853000.0,0.1,FUU.
118385000.0,85.62,ATHM
5058000.0,55.52,PLPC
96593000.0,0.6377,ALVOF
96593000.0,0.84,ALV.
20935542000.0,0.015,AAGH
16647000.0,99.39,PRK
,0.035,CCNCF
172722000.0,0.055,KZD.
,0.0,GEPC
105103000.0,0.053,GKIT
400000000.0,75.376,SSDOY
29950000.0,50.39,ICSH
850000000.0,59.559,SIEGY
18870000.0,0.0168,ESESQ
25100000.0,22.79,QYLD
32477000.0,10.98,CRCM
54150000.0,0.3586,VEV
54150000.0,0.56,VMC.
95877000.0,23.26,SFNC
117146000.0,1.837,CRLFF
117146000.0,2.4,CJ.
,0.19,MSNVF
170137000.0,0.25,MRS.H
2450000.0,41.0,SOME
104024000.0,0.8714,BLOZF
1550000.0,27.2632,USDU
600000.0,41.63,AGND
1700000.0,47.645,AGZD
1800000.0,19.14,HYND
10800000.0,23.31,HYZD
14453000.0,0.74,NLTA.H
309600000.0,0.155,GRLB
443708000.0,0.005,MOBO
20851000.0,38.85,MBUU
1043000.0,12.57,MUSA.
330000.0,8.28,NGI.UN
65052000.0,1.75,BMTM
60299000.0,20.53,DENN
48939000.0,29.42,GIII
55135000.0,12.98,ITCI
793941000.0,13.129,SMTOY
48913000.0,16.38,CXRXF
48913000.0,21.63,ADVZ.
2897592000.0,16.96,SUHJY
1980000.0,10.05,BCF.
24550000.0,3.92,GNCAQ
14196000.0,59.85,GSBC
7913000.0,9.1,PPIH
16568000.0,13.04,PHX
48489000.0,16.96,PDT
1320000.0,2.3,KGHI
106558000.0,16.61,LADR
34721000.0,26.57,CBPX
16693000.0,3.5609,MEDXF
16693000.0,4.6,MDP.
66584000.0,0.0081,RTON
101206000.0,1.5,CARM
31621000.0,2.35,COCP
6128000.0,7.0015,FCAFF
6935000.0,10.0,FCA.UN
68324000.0,15.75,DRNA
44007000.0,12.97,RVNC
84672000.0,15.1,FTAI
3074000.0,22.34,FTHI
400000.0,22.1685,FTQI
24700000.0,31.06,RDVY
60811000.0,0.075,RVVTF
60811000.0,0.095,RVV.
460000.0,81.4192,SYE
410000.0,83.8132,SYG
510000.0,66.1653,SYV
141635000.0,25.79,OUT
37993000.0,12.3,FLXN
30012000.0,59.22,IBP
52687000.0,90.3,OGS
90902000.0,18.31,KN
8550000.0,25.04,SHYD
51453000.0,1.51,AGFS
31356000.0,7.05,FPI
6013000.0,4.95,FGF.2
32177000.0,0.0056,BLTH
23796000.0,12.0,CNCE
1679000.0,39.25,SBHO
725000.0,99.61,HOLD
316454000.0,0.105,BIVI
8077000.0,0.2221,PCYN
5950000.0,20.36,RCD.
11200000.0,34.92,RUD.
13250000.0,22.77,RID.
,,RID.UN
9450000.0,19.24,RBO.
,0.0001,THNS
371216000.0,70.99,RTNTF
1260365000.0,62.34,RIO
34339000.0,37.48,STBA
60530000.0,9.44,GCI
35691000.0,7.97,TPCO
2211319000.0,9.975,JSAIY
32367000.0,12.22,LE
95582000.0,23.78,CTRE
1254386000.0,18.387,SDVKY
68696000.0,7.16,CBAY
14631000.0,11.56,HEAR
6322000.0,2.6181,RAND
11582000.0,0.85,XDSL
668000.0,25.5,EGDW
15800000.0,31.38,VUSE
1000000.0,28.7564,EURL
17924000.0,0.0151,SSET
431922000.0,3.28,LC
274711000.0,22.2,SABR
864000.0,48.0,TORW
2793000.0,20.75,TWCF
3520000.0,100.22,LDUR
3262997000.0,123.99,TM
3700000.0,27.3542,DBAW
200000.0,26.3197,DBKO
0.0,0.16,INSO
4150000.0,13.5,ZMLP
250000.0,93.16,TVNB
409144000.0,0.004,FECOF
,,UNIEF
42387000.0,12.42,UNS.
5734000.0,1.16,OXBR
82054000.0,35.33,AUB
60606000.0,0.0015,CHGT
23537000.0,2.36,NGNE
63880000.0,0.0189,AKAOQ
28089000.0,2.38,RESN
77303000.0,0.0085,RIBS
10683000.0,0.5964,BPMX
52974000.0,93.82,PCTY
100175000.0,25.07,USFR
13400000.0,30.34,HEWJ
6650000.0,27.65,HEWG
233292000.0,21.519,SOMLY
97950000.0,29.82,HEFA
2459330000.0,30.29,JD
81350000.0,30.41,FV
524000.0,22.15,EUR.
76000.0,21.62,EUR.A
93657000.0,10.74,QUOT
11700000.0,50.31,TFLO
10600000.0,25.4399,IBMH
569584000.0,0.0634,POTN
13620000.0,7.61,ICMB
51776000.0,6.36,MGNI
803000.0,4.17,HEPA
27434000.0,0.92,EXEO
13591000.0,0.375,BTCS
136020000.0,0.125,CDXI
21113000.0,7.35,GLMD
108843000.0,3.23,CSLT
817000.0,17.22,RWU.
1200000.0,21.3,RWU.B
1875000.0,28.34,RWE.
475000.0,27.84,RWE.B
13929000.0,55.68,EGRX
72983000.0,11.94,ITX.
2527000.0,0.475,CURM
64419000.0,0.026,MPME
30769000.0,0.002,UMCN
58049000.0,12.39,CPLG
64955000.0,5.3,RMNI
17250000.0,6.55,RMNIU
10529000.0,21.93,ZEQ.
11160000.0,14.69,ZSU.
141548000.0,18.51,ZEA.
36697000.0,20.5,ZWH.
8924000.0,15.56,ZFH.
27613000.0,25.9,ZBK.
41633000.0,16.46,ZDB.
11694000.0,22.74,FCBP
29288000.0,26.26,UVSP
1177647000.0,0.0002,NUUU
414576000.0,17.81,AU.1
11277000.0,6.0,ARAV
655000.0,12.16,RWC.
2207000.0,31.49,RWW.
12428000.0,34.65,RWW.B
499859000.0,0.0457,BLEG
,6.5,SFS
1690000.0,0.011,TSGL
75635000.0,6.82,ATEN
39636000.0,11.99,CIO
,0.1099,AHFCF
82679000.0,0.13,FW.
16075000.0,19.42,VRTV
117863000.0,4.84,AKBA
25000.0,405.0,WTBFA
,0.0,USWF
7973000.0,0.026,PRGBQ
17325000.0,52.18,WASH
630000000.0,0.0124,URBT
47149000.0,76.36,QTWO
63079000.0,37.64,TWOU
5020000.0,0.01,AXPLF
5250000.0,31.87,IPKW
115039000.0,0.038,VRDR
57369000.0,4.43,HIVE.1
,5.865,KHTRF
142860000.0,7.72,GUD.
173874000.0,14.728,WTBDY
91177000.0,77.99,GRUB.2
59677000.0,51.29,FIVN
94036000.0,4.0,CATI
23550000.0,30.96,KBA
24820000.0,14.23,TPVG
49180000.0,34.95,MC
1393504000.0,0.0003,DNRG
142366000.0,0.19,BLXX
220283000.0,151.197,YMZBY
487170000.0,10.09,ENLC
21037000.0,0.243,FTBYF
21037000.0,0.385,FOR.
2750000.0,26.4,AIRR
1250000.0,24.94,DDIV
97735000.0,0.0029,COCBF
5000949000.0,0.0001,MCET
6650000.0,23.665,GVAL
4363000.0,68.2105,POPE
43806000.0,20.62,CMCT
18171000.0,3.79,AGTC
66031000.0,19.6,TSLX
30421000.0,4.37,WATT
60055000.0,14.61,AEGXF
60055000.0,19.17,ARE.
27179000.0,3.38,MDWD
28439000.0,13.06,AMBR
76147000.0,0.02,ATLDF
53976000.0,0.05,PGSC
35819000.0,65.42,MEDP
,0.035,AVPFF
368119000.0,0.055,AVP.
123256000.0,43.55,WB
178844000.0,3.7334,DPMLF
178844000.0,4.88,DPM.
135764000.0,1.38,LEJUY
43743000.0,1.46,AGRX
44766000.0,8.13,MTUS
27491000.0,6.0,ALDX
140012000.0,21.03,CVBF
169302000.0,1.72,CVEO
17501000.0,20.95,CSWC
83504000.0,11.77,ALDR
53651000.0,1.31,SCYX
45873000.0,2.5,TCTM
27533000.0,6.2,ADMS
17230000.0,0.13,LENSF
10230000.0,18.88,BGSF
32034000.0,0.11,CHCX
8795163000.0,0.0001,JMON
40968000.0,10.45,PGI.UN
6785000.0,16.75,FREVS
25700000.0,9.45,FPL
182033000.0,66.88,IHG
13500000.0,6.19,JMLP
22075000.0,0.2201,PETV
2310000.0,45.0722,TOLZ
146501000.0,17.61,BOX
135964000.0,52.09,TMX
35540000.0,4.2,CQCQ
345879000.0,40.31,CGC
345879000.0,52.87,WEED.
1500000.0,21.8169,EDOG
15580000.0,0.06,BIIO
522653000.0,5.96,FSK
16812000.0,24.85,CCBG
20288000.0,31.77,PAHC
58507000.0,226.72,PAYC
199160000.0,1.1,BLCK
,600.0,FIGR
57782000.0,32.79,WMS
437420000.0,3.55,CMCM
52891000.0,19.52,MTLS
100217000.0,22.67,AY
86197000.0,0.035,MDIT
66179000.0,9.35,QTNTQ
12028000.0,5.05,CCLD
25035000.0,1.01,SDPI
77000000.0,12.5,CNGO
520976000.0,0.28,PRCX
351702000.0,3.23,TOUR
4316000.0,2.4,SCIA
45449000.0,21.23,GLOP
15423000.0,0.069,ARET
75000000.0,2.5,RIII
55471000.0,98.5,SMG
16209000.0,14.2206,GF
28478000.0,0.002,SHWK
10782000.0,0.85,ICON
236983000.0,7.53,ERF
236983000.0,9.85,ERF.
6551000.0,0.02,PSTRQ
33003000.0,0.0499,TKSTF
33003000.0,0.025,TTD.
39025000.0,5.63,NERV
145715000.0,54.21,CTLT
109565000.0,89.03,ZEN
188171000.0,89.81,KEYS
56137000.0,16.33,TBPH
108720000.0,14.76,DNOW
165750000.0,0.0151,GPLA.
,4.75,BMPAF
9271000.0,6.24,BBL.A
35347000.0,2.75,BIBLF
35347000.0,3.58,WBR.
10781000.0,0.05,MBGH
,0.8847,CWLPF
20405000.0,1.19,CWL.
42265000.0,0.022,TKCI.1
36006000.0,21.11,OPB
263195000.0,2.53,OBNNF
263195000.0,3.3,OSK.
87239000.0,22.1,CBWBF
87239000.0,29.87,CWB.
,0.5,HLBYL
281114000.0,19.01,PE
35540000.0,17.15,LOB
49468000.0,0.329,CETEF
49468000.0,0.43,CET.
29964000.0,0.035,CTU.H
,,CGECF
14393000.0,83.56,CGO.
33389000.0,4.0904,BNEFF
33389000.0,5.41,BNE.
108722000.0,6.2,MOBL
67670000.0,2.46,JMEI
,0.0766,IBXNF
24773000.0,0.11,IBT.
41222000.0,9.6324,SRRTF
41222000.0,12.65,SGR.UN
135997000.0,13.35,PRMW
135997000.0,17.48,PRMW.
122184000.0,0.5,CXSNF
122184000.0,0.66,SCB.
,0.3296,CCAOF
57121000.0,0.51,CBL.
11700000.0,23.42,XEU.
186496000.0,3.82,WPGGQ
177582000.0,0.0326,DXIEF
177582000.0,0.03,DXI.
264328000.0,0.0995,PLFX
2500000.0,25.295,BYLD
,5.73,EXCOF
41178000.0,7.75,XTC.
32370000.0,0.0037,GLRI
6300000.0,24.77,XEH.
3110000.0,0.045,YORK.
103332000.0,26.17,ARES
242466000.0,0.1145,EANRF
242466000.0,0.155,ER.
,80.0,ECVTF
5616000.0,105.95,EVT.
59518000.0,21.41,OEC
30013000.0,15.41,HRTG
673885000.0,11.82,CZR.3
432269000.0,9.72,SLM
33018000.0,7.14,GWGHQ
5075000.0,20.78,PHR.
1147000.0,26.02,PHE.B
1000000.0,33.39,CN
382000.0,29.84,PBI.
171000.0,33.88,PBI.B
8556000.0,2.0,HMM.A
60300000.0,24.93,VRP
2900000.0,17.89,QAT
3450000.0,13.53,UAE
35188000.0,24.59,WLKP
3128000.0,24.3,GCG.
,,GCAAF
24828000.0,24.45,GCG.A
,2.52,FTGFF
22716000.0,3.21,FTG.
59784000.0,14.6662,HMCBF
59784000.0,19.39,HCG.
108828000.0,4.03,GSS
108828000.0,5.3,GSC.
74300000.0,2.49,ATTOF
127110000.0,1.9564,IPMLF
127110000.0,2.54,III.
49800000.0,6.49,RYAM
1600000.0,25.8906,EUDG
13600000.0,32.72,IHDG
35617000.0,6.1,MR
7643000.0,9.1,LMB
4405000.0,0.155,IVX.
23392000.0,6.49,ABSSF
23392000.0,8.48,BOS.
92639000.0,0.18,ELRFF
92639000.0,0.26,ELR.
2603571000.0,169.45,BABA
8171000.0,47.86,HBB.
62628000.0,30.82,VNOM
62001000.0,21.14,PBFX
105289000.0,5.46,TRUE
905776000.0,0.0007,IGOT
423286000.0,22.96,CTRA
12876000.0,8.38,ABDC.1
4115000.0,2.9,NAOV
65322000.0,37.66,LIMAF
65322000.0,48.88,LNR.
,0.0001,CIAU
7390000.0,41.0,LGT.A
,30.6795,LTKBF
5405000.0,41.26,LGT.B
52555000.0,4.15,MRNS
,0.005,TAHEF
71896000.0,2.52,MDCA
36722000.0,1.4,HLOC
41473000.0,0.21,MCKRF
41473000.0,0.28,JADE.
192392000.0,0.0002,HVCW
131514000.0,0.2099,NLBS
232625000.0,0.0925,ZNRG
325559000.0,5.91,NG
325559000.0,7.71,NG.
,0.7055,MTLRF
1775000.0,0.9,MET.
11486000.0,13.82,OUNZ
15250000.0,54.77,FMB
295526000.0,0.009,NWIFF
,0.045,OPWEF
8012000.0,0.08,OPW.
3104000.0,19.5,TRBK
10032000.0,23.85,ISTR
266830000.0,0.0906,STLRF
266830000.0,0.115,STLR.
121715000.0,5.46,GPRO
62600000.0,2.69,ARDX
136623000.0,0.2276,ORVMF
136623000.0,0.28,ORV.
27096000.0,9.31,SNDX
461225000.0,1.24,DNRCQ
18146000.0,0.39,PARNF
56150000.0,48.25,NEP
47065000.0,21.11,AMPH
4414963000.0,0.0001,WSTI
11423000.0,40.56,VVX
2450000.0,26.23,ASHS
209460000.0,12.91,PAAS
209460000.0,16.93,PAAS.
130912000.0,5.05,PRMRF
130912000.0,6.53,POU.
44621000.0,13.44,FFWM
560022000.0,0.3684,PGHEF
560022000.0,0.49,PGF.
72981000.0,1.19,OBE
72981000.0,1.56,OBE.
689316000.0,34.67,SYF
7133000.0,3.72,BSO.UN
,,PFBOF
6741000.0,11.01,PFB.
25419000.0,16.24,KE
293782000.0,1.89,PDS
293782000.0,2.46,PD.
25146000.0,52.68,DOOR
183000.0,55.8063,SPUU
72147000.0,12.4,LTRPA
2930000.0,12.4931,LTRPB
233713000.0,13.994,PREKF
233713000.0,18.4,PSK.
1450000.0,94.0235,LQDH
2400000.0,88.7,HYGH
33257000.0,1.855,RLMD
,36.0913,CVTGF
15215000.0,51.25,CVG.
209142000.0,14.3,TERP
14142000.0,11.19,VIA
37327000.0,1.19,ZFGN
76623000.0,259.62,ANET
,0.06,TNSTF
230165000.0,0.075,JPWR.H
263823000.0,0.6175,RDDTF
263823000.0,0.82,RTI.H
300000.0,36.0354,AXJV
142991000.0,0.8566,MTNB
126643000.0,0.024,PRDGF
126643000.0,0.03,PDH.
30673000.0,4.1,UDFI
950000.0,25.5343,EUMV
13881000.0,1.0508,STXMF
600000.0,64.8205,JPMV
300000.0,57.97,SMEZ
4500000.0,63.08,QEFA
4925000.0,59.36,QEMM
300000.0,79.4912,QWLD
273689000.0,0.0008,LATX
27140000.0,4.8,SWEE
4280733000.0,54.73,CSCO
134288000.0,35.58,BXMT
31502000.0,6.74,PFNX
26154000.0,62.14,KXSCF
26154000.0,81.67,KXS.
198545000.0,0.0001,TIMNF
18984000.0,0.0211,INVT
25107000.0,0.05,TTS.
9638000.0,11.61,GGZ
62725000.0,65.4,HQY
10000000.0,1.7437,URNAF
10000000.0,2.4,URB.
,1.7126,UBAAF
40000000.0,2.34,URB.A
70400000.0,46.6,IEUR
18600000.0,55.67,IPAC
201900000.0,38.2,DGRO
73800000.0,51.68,IUSB
350000.0,59.6137,ZCAN
,33.2201,WIPKF
65000000.0,43.2,WPK.
125000.0,57.0675,ZDEU
100000.0,72.1751,ZJPN
,0.004,SDURF
193737000.0,0.01,SDR.
175000.0,49.7619,ZGBR
38478000.0,0.225,SXI.
326549000.0,0.035,YRB.
74648000.0,0.032,UNSI
,151.0191,LSDAF
3181000.0,196.68,LAS.A
261783000.0,0.1833,NMG
261783000.0,0.235,NOU.
43919000.0,0.0027,XREG
31777000.0,2.8,SLNO
291315000.0,48.02,HOLX
62631000.0,0.105,CANL
6790000.0,27.1951,CEE
2400000.0,59.5355,JPGE
,1.9031,JRNGF
39262000.0,2.49,JOY.
13337000.0,5.02,ICE.
40692000.0,0.15,KTEL
82448000.0,0.015,CLIS
34490000.0,36.13,TRUP
36750000.0,0.0652,MBAIF
51148000.0,183.09,SAGE
233290000.0,20.72,SHLX
11157000.0,20.45,IRMD
82250000.0,0.05,VUX.
8276000.0,18.94,PLYM
72224000.0,28.98,CNNE
14763000.0,47.0,ATEX
300830000.0,0.0004,SRMX
26209000.0,4.87,DSE
91193000.0,0.0255,HLRTF
91193000.0,0.03,HRH.
24401000.0,0.135,POI.H
25866000.0,2.2,HSDT
25866000.0,2.89,HSM.
37741000.0,127.84,CYBR
17723000.0,3.27,ZSANQ
38820000.0,28.3,LNTH
31246000.0,22.76,XENT
46321000.0,20.11,ATRA
42837000.0,4.4,OCUL
91869000.0,11.41,BSIG
63781000.0,11.89,ADVM
15350000.0,45.543,CDC
26078000.0,0.571,CLCS
16950000.0,48.89,CFO
13950000.0,52.46,CFA
72048000.0,8.3,VKTX
44339000.0,1.68,TTOO
21987000.0,4.48,RMBL
5262000.0,2.5,SPRS
30057000.0,6.4,AKTS
74714000.0,6.09,DPLO
20058000.0,17.3,HMLP
,,DDHRF
72039000.0,7.68,MPCT.UN
22160000.0,37.45,VXC.
17830000.0,25.23,VBU.
9510000.0,27.66,VBG.
138222000.0,0.2165,GRWC
3120000.0,32.89,VA.
6730000.0,28.14,VE.
28334000.0,8.5001,JOF
59400000.0,26.67,REET
30550000.0,30.74,HEZU
,0.0002,DGLT
9430000.0,0.05,MBVXQ
7189000.0,4.35,LFWD
1198000.0,8.74,HOG.
67588000.0,0.1442,ADMT
54460000.0,22.88,AXDX
7750000.0,22.0,SGDM
38433000.0,10.66,LOCO
26184000.0,0.001,EPRSQ
9758000.0,1.9,FCSC
32518000.0,0.07,ABMC
30685000.0,2.75,OTIC
47710000.0,1.2252,ILLMF
47710000.0,1.58,ILLM.
6200000.0,19.58,XSQ.
925000.0,22.75,USB.
5250000.0,19.88,PFL.
77078000.0,1.58,ICD
4974000.0,8.97,IRL
75393000.0,4.66,NBEVQ
55234000.0,0.018,CSOL
415192000.0,0.0005,MZEIQ
69103000.0,0.05,RNWR
2726000.0,72.5,MFGI
2044000.0,22.0,MBKL
1386000.0,18.84,ETP.
114000.0,19.09,ETP.A
4224000.0,11.19,MBK.UN
2345000.0,2.77,CYTO
35881000.0,1.3,NTBL
27000000.0,19.79,IFV
1050000.0,25.81,CNXT
14947000.0,9.34,HBF.
300101000.0,0.022,GQMNF
300101000.0,0.025,GQM.H
,,PTVRF
133093000.0,0.025,VRY.
79410000.0,0.51,CFRXQ
456066000.0,0.0014,USCS
26340000.0,102.84,LBRDA
152637000.0,104.22,LBRDK
2455000.0,100.85,LBRDB
12012000.0,0.0049,AMGY
2879000.0,3.79,NTN
41463000.0,17.82,THQ
125609000.0,1.63,TTI
28506000.0,31.05,VICR
3985000.0,5.54,CGA
67000.0,47.34,SMLL
3200000.0,7.2,FHB.
5070000.0,2.25,PBLA
37119000.0,0.1799,LFER
247000.0,0.35,SGRB
77341000.0,0.059,UGEIF
77341000.0,0.085,UGE.
,0.0,KRTL
45576000.0,0.24,KPRX
4151853000.0,0.0001,ABWN
1002000.0,600.0,BWEL
75102000.0,0.025,CHAM
36919000.0,0.004,IWAL
722837000.0,0.0117,FIND
40960000.0,5.29,FCUV
,0.3,PSIQ
2450000.0,37.77,CSF
153904000.0,0.0021,PSWR
200000.0,30.8728,WYDE
343368000.0,0.0018,OBCN
75650000.0,60.05,FTSM
22600000.0,0.02,GBE.H
41463000.0,0.07,SMC.
65565000.0,0.0538,GPHBF
65565000.0,0.07,GGG.
26000.0,0.0005,ONXC
47505000.0,43.61,AVNS
58617000.0,0.0468,NNUP
,0.0,CCCI
,,CTLR
4497719000.0,11.891,HLPPY
161358000.0,96.89,GBLBF
124198000.0,0.8008,VANI
4276000.0,8.63,UNIB
46815000.0,48.18,GVA
48800000.0,19.68,CRCQQ
1261000.0,2.0,RDGA
235585000.0,32.91,ZAYO
40162000.0,107.99,LSTR
,3.9,CNVAF
95074000.0,0.9427,FWPAY
1600000.0,50.3,HISF
13850000.0,25.5496,IBMI
66483000.0,86.29,KMPR
3590000.0,0.25,USAQ
32066000.0,3.37,AMNF
,0.655,LCRTF
194788000.0,0.87,LXE.
169724000.0,22.04,UNVR
206700000.0,2.98,CVRS
3534000.0,60.5,CZFS
54426000.0,2.38,VYNE
38873000.0,9.1,PRQR
5191000.0,16.35,CMTV
,0.0,EGIL
3050000.0,37.495,EFAD
64071000.0,146.0,W
52115000.0,50.18,AAON
5817000.0,2.46,MDLM
9725000.0,2.3,CREX
,0.0001,EPEO
256342000.0,0.0015,ESSE
34220000.0,0.99,STWC
15337000.0,0.025,CIWT
4947000.0,0.4,ELST
30523000.0,0.0001,NWWTF
40622000.0,0.285,ROBOF
153275000.0,6.44,OGI
153275000.0,8.43,OGI.
650000.0,21.71,WBIA
1250000.0,23.2981,WBIB
2050000.0,18.96,WBIC
550000.0,19.95,WBID
2300000.0,26.75,WBIE
1900000.0,27.1597,WBIF
3100000.0,23.96,WBIG
2250000.0,27.18,WBIL
15624000.0,22.45,CIVB
5500000.0,25.2,WBII
,21.5501,WBIH
34432000.0,22.0,RYTM
234478000.0,14.01,PGRE
80156000.0,0.6898,GTGDF
80156000.0,0.91,GTT.
47497578000.0,0.0,GARB
56939000.0,35.72,GWB
53668000.0,9.56,DERM.2
120612000.0,7.3,VSLR
51741000.0,3.9,CALA
24410000.0,11.29,USDP
227070000.0,33.19,STOR
54265000.0,25.95,VBTX
62430000.0,2.87,AFMD
1300000.0,23.46,MBSD
,0.0204,EDYYF
289520000.0,0.035,NZRE.H
63731000.0,14.05,CNXM
3795000.0,0.1791,NVTQF
3795000.0,0.3,TMC.
11202000.0,0.195,WAVD
279699000.0,0.123,RNSFF
279699000.0,0.165,ROE.
4550000.0,40.24,FTLS
,2.2879,EWOOF
20886000.0,3.05,EBM.
1722000.0,7.2,JLMCQ
20056000.0,0.0935,GERS
1223000.0,19.76,ELV.
1513000.0,23.98,ILV.
50000.0,21.33,ILV.F
143891000.0,1.84,EMHTF
143891000.0,2.39,EMH.
20333000.0,1.47,FSAM
47142000.0,0.0016,NUGN
3800000.0,9.98,FDV.
143376000.0,4.0,LWEL
636000.0,73.0,PPLL
400000.0,24.92,LDRI
7673000.0,0.0101,POGS
65663000.0,99.15,PRAH
4846000.0,69.63,NVEC
25773000.0,9.86,XENE
1226000.0,189.7,RCBC
21349000.0,0.21,CTTH
32488000.0,0.2,HITC
121634000.0,49.44,CDK
201000.0,0.1201,SSHT
3737339000.0,0.0004,CCTL
12719000.0,2.59,VGGOF
55005000.0,59.56,MMSI
10800000.0,0.041,STEK
36300000.0,21.155,BSCN
25050000.0,21.25,BSCO
31700000.0,24.7,BSJL
19100000.0,24.52,BSJM
